gene_name,sample_name,gene_family,drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
tet(40),AMR_TR-DNA-NOVA042518_2-z30d_S113,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,25.0,94.02,2.83,,10000000,9.4,1.06
tet(o),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,18.0,75.73,1.41,Anaerostipes hadrus (chromosome or plasmid): 2; ,10000000,6.77,0.53
tet(o/m/o),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,2.0,13.12,0.13,Streptococcus suis (chromosome or plasmid): 1; ,10000000,0.75,0.05
tet(o/w),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,34.0,65.0,2.56,Ruthenibacterium lactatiformans (chromosome): 4; Streptococcus suis (chromosome or plasmid): 1; Anaerostipes hadrus (chromosome or plasmid): 1; ,10000000,12.79,0.96
tet(o/w/32/o),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,16.0,26.67,1.24,Bifidobacterium breve (chromosome): 2; ,10000000,6.02,0.47
tet(o/w/o),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,4.0,14.74,0.25,,10000000,1.5,0.09
tet(q),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,97.4164,97.19,Unknown taxonomy (chromosome),97.0,100.0,6.46,Bacteroides fragilis (chromosome): 2; ,10000000,36.49,2.43
tet(w),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,93.5938,99.83,Unknown taxonomy (chromosome),350.0,100.0,25.56,Faecalibacterium prausnitzii (chromosome): 3; Ruthenibacterium lactatiformans (chromosome): 1; Bifidobacterium longum (chromosome): 1; ,10000000,131.66,9.61
tet(w/32/o),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,3.0,18.85,0.23,,10000000,1.13,0.09
tet(w/n/w),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,50.0,57.71,3.83,Ruthenibacterium lactatiformans (chromosome): 1; ,10000000,18.81,1.44
tet(x),AMR_TR-DNA-NOVA042518_2-z30d_S113,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,14.0,71.12,1.67,,10000000,5.27,0.63
vanr gene in vang cluster,AMR_TR-DNA-NOVA042518_2-z30d_S113,glycopeptide resistance gene cluster; vanR,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,7.0,52.4,0.21,,10000000,2.63,0.08
vanw gene in vang cluster,AMR_TR-DNA-NOVA042518_2-z30d_S113,vanW; glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,4.0,43.03,0.35,,10000000,1.5,0.13
vanxy gene in vang cluster,AMR_TR-DNA-NOVA042518_2-z30d_S113,glycopeptide resistance gene cluster; vanXY,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,5.0,30.72,0.26,,10000000,1.88,0.1
yoji,AMR_TR-DNA-NOVA042518_2-z30d_S113,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,15.27,0.18,,10000000,0.75,0.07
aad(6),AMR_TR-DNA-NOVA042518_2-6mo_S115,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,29.84,0.69,,10000000,1.58,0.27
aph(3')-iiia,AMR_TR-DNA-NOVA042518_2-6mo_S115,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,6.0,73.84,1.04,,10000000,2.37,0.41
bifidobacterium adolescentis rpob mutants conferring resistance to rifampicin,AMR_TR-DNA-NOVA042518_2-6mo_S115,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,103.0,50.27,1.28,,10000000,40.69,0.51
cbla-1,AMR_TR-DNA-NOVA042518_2-6mo_S115,CblA beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog,0,,,,,25.0,91.69,3.27,,10000000,9.88,1.29
cfxa2,AMR_TR-DNA-NOVA042518_2-6mo_S115,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,0,,,,,66.0,100.0,8.66,,10000000,26.07,3.42
cfxa5,AMR_TR-DNA-NOVA042518_2-6mo_S115,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,1,Perfect,99.6894,100.0,Parabacteroides distasonis (chromosome or plasmid),6.0,41.41,0.9,Parabacteroides distasonis (chromosome or plasmid): 5; ,10000000,2.37,0.36
cfxa6,AMR_TR-DNA-NOVA042518_2-6mo_S115,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,0,,,,,4.0,34.34,0.15,,10000000,1.58,0.06
emrr,AMR_TR-DNA-NOVA042518_2-6mo_S115,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,54.05,0.56,,10000000,0.79,0.22
ermb,AMR_TR-DNA-NOVA042518_2-6mo_S115,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,11.0,84.34,2.07,Enterococcus faecalis (chromosome or plasmid): 1; ,10000000,4.35,0.82
ermf,AMR_TR-DNA-NOVA042518_2-6mo_S115,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,35.0,97.5,5.07,Bacteroides ovatus (chromosome or plasmid): 1; Bacteroides (chromosome or plasmid): 1; ,10000000,13.83,2.0
ermg,AMR_TR-DNA-NOVA042518_2-6mo_S115,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,22.0,96.87,3.02,Bacteroides ovatus (chromosome): 2; ,10000000,8.69,1.19
kamb,AMR_TR-DNA-NOVA042518_2-6mo_S115,16S rRNA methyltransferase (A1408),aminoglycoside antibiotic,antibiotic target alteration,protein homolog,0,,,,,4.0,5.56,0.04,,10000000,1.58,0.02
lnuc,AMR_TR-DNA-NOVA042518_2-6mo_S115,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation,protein homolog,0,,,,,2.0,57.17,0.57,,10000000,0.79,0.23
mef(en2),AMR_TR-DNA-NOVA042518_2-6mo_S115,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,25.0,91.38,2.43,,10000000,9.88,0.96
mel,AMR_TR-DNA-NOVA042518_2-6mo_S115,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,0,,,,,83.0,100.0,9.45,Parabacteroides distasonis (chromosome): 9; Parabacteroides distasonis (plasmid): 11; Streptococcus (chromosome): 10; ,10000000,32.79,3.73
qacg,AMR_TR-DNA-NOVA042518_2-6mo_S115,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,7.41,0.07,,10000000,0.79,0.03
sat-4,AMR_TR-DNA-NOVA042518_2-6mo_S115,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,1.0,27.62,0.28,,10000000,0.4,0.11
tet(32),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,44.8438,90.24,Unknown taxonomy (chromosome or plasmid),16.0,64.01,0.95,Bifidobacterium longum (chromosome): 1; ,10000000,6.32,0.38
tet(40),AMR_TR-DNA-NOVA042518_2-6mo_S115,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,12.0,71.66,1.33,,10000000,4.74,0.53
tet(o),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,43.75,98.93,Unknown taxonomy (chromosome or plasmid),27.0,84.01,2.1,Streptococcus suis (chromosome or plasmid): 1; ,10000000,10.67,0.83
tet(o/m/o),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,4.0,12.5,0.31,Anaerostipes hadrus (chromosome or plasmid): 1; ,10000000,1.58,0.12
tet(o/w),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,3.0,23.44,0.23,,10000000,1.19,0.09
tet(o/w/32/o),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,14.0,35.62,1.02,,10000000,5.53,0.4
tet(q),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,97.4164,97.82,Bacteroides fragilis (chromosome),354.0,100.0,25.16,Bacteroides fragilis (chromosome): 16; ,10000000,139.85,9.94
tet(w),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,98.75,99.53,Unknown taxonomy (chromosome),140.0,98.91,10.0,Bifidobacterium longum (chromosome): 2; ,10000000,55.31,3.95
tet(w/32/o),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,5.0,15.99,0.25,Trueperella pyogenes (chromosome): 2; ,10000000,1.98,0.1
tet(w/n/w),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,13.0,54.64,0.94,,10000000,5.14,0.37
tet(x),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Strict,99.7429,99.74,Unknown taxonomy (chromosome or plasmid),84.0,100.0,9.67,,10000000,33.19,3.82
tet(x4),AMR_TR-DNA-NOVA042518_2-6mo_S115,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,10.02,0.32,,10000000,1.58,0.13
vang,AMR_TR-DNA-NOVA042518_2-6mo_S115,glycopeptide resistance gene cluster; Van ligase,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,2.0,23.14,0.14,,10000000,0.79,0.06
acrb,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2,6.86,0.1,,10000000,0.71,0.04
acrd,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,protein homolog,0,,,,,2,7.42,0.1,,10000000,0.71,0.04
acrf,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,antibiotic efflux,protein homolog,0,,,,,5,14.49,0.24,Escherichia coli (chromosome or plasmid): 1; ,10000000,1.78,0.09
bifidobacterium adolescentis rpob mutants conferring resistance to rifampicin,AMR_TR-DNA-NOVA042518_1-pst_S109,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,52,33.11,0.51,,10000000,18.51,0.18
cfxa4,AMR_TR-DNA-NOVA042518_1-pst_S109,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,0,,,,,2,27.54,0.31,,10000000,0.71,0.11
cfxa6,AMR_TR-DNA-NOVA042518_1-pst_S109,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,1,Strict,96.3855,98.75,Bacteroides ovatus (no genomic info),113,100.0,9.82,,10000000,40.22,3.5
dfrf,AMR_TR-DNA-NOVA042518_1-pst_S109,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,protein homolog,1,Perfect,99.3939,100.0,Unknown taxonomy (chromosome or plasmid),48,100.0,11.79,,10000000,17.09,4.2
emra,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,1,12.79,0.13,,10000000,0.36,0.05
emrk,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,1,8.43,0.08,,10000000,0.36,0.03
epta,AMR_TR-DNA-NOVA042518_1-pst_S109,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,4,30.11,0.35,,10000000,1.42,0.12
ermb,AMR_TR-DNA-NOVA042518_1-pst_S109,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,7,74.16,1.21,,10000000,2.49,0.43
escherichia coli acra,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2,25.13,0.25,,10000000,0.71,0.09
evgs,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,8,26.6,0.33,,10000000,2.85,0.12
klebsiella pneumoniae kpnh,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,antibiotic efflux,protein homolog,0,,,,,1,9.75,0.1,,10000000,0.36,0.04
lmrd,AMR_TR-DNA-NOVA042518_1-pst_S109,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic,antibiotic efflux,protein homolog,0,,,,,23,72.83,1.62,,10000000,8.19,0.58
lnuc,AMR_TR-DNA-NOVA042518_1-pst_S109,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation,protein homolog,1,Strict,99.3939,95.73,Anaerostipes hadrus (chromosome or plasmid),18,100.0,4.56,,10000000,6.41,1.62
mdtb,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,4,18.73,0.19,,10000000,1.42,0.07
mdtc,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,2,8.32,0.1,,10000000,0.71,0.04
mdtf,AMR_TR-DNA-NOVA042518_1-pst_S109,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,6,21.55,0.29,,10000000,2.14,0.1
mdth,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,3,29.69,0.37,,10000000,1.07,0.13
mdtm,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,3,28.79,0.24,,10000000,1.07,0.09
mdto,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2,13.3,0.15,Escherichia coli (chromosome or plasmid): 1; ,10000000,0.71,0.05
mdtp,AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,4,33.95,0.41,Escherichia coli (chromosome or plasmid): 1; ,10000000,1.42,0.15
mef(en2),AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,protein homolog,1,Strict,99.7512,99.5,Bacteroides fragilis (chromosome),82,100.0,9.54,Bacteroides fragilis (chromosome): 5; ,10000000,29.19,3.4
mel,AMR_TR-DNA-NOVA042518_1-pst_S109,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,0,,,,,4,36.54,0.37,,10000000,1.42,0.13
mpha,AMR_TR-DNA-NOVA042518_1-pst_S109,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,13.91,0.14,,10000000,0.36,0.05
msba,AMR_TR-DNA-NOVA042518_1-pst_S109,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,protein homolog,0,,,,,2,10.58,0.14,,10000000,0.71,0.05
pata,AMR_TR-DNA-NOVA042518_1-pst_S109,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,13,46.25,0.56,Streptococcus pneumoniae (chromosome): 2; ,10000000,4.63,0.2
patb,AMR_TR-DNA-NOVA042518_1-pst_S109,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,6,45.39,0.51,Streptococcus pneumoniae (chromosome): 1; ,10000000,2.14,0.18
pmrf,AMR_TR-DNA-NOVA042518_1-pst_S109,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,4,37.77,0.58,Escherichia coli (chromosome or plasmid): 1; ,10000000,1.42,0.21
poxta,AMR_TR-DNA-NOVA042518_1-pst_S109,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic,antibiotic target protection,protein homolog,0,,,,,10,17.86,0.01,,10000000,3.56,0.0
rlma(ii),AMR_TR-DNA-NOVA042518_1-pst_S109,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,0,,,,,3,47.7,0.48,,10000000,1.07,0.17
tet(32),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,18,44.48,0.6,,10000000,6.41,0.21
tet(40),AMR_TR-DNA-NOVA042518_1-pst_S109,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,40,99.51,4.39,Faecalibacterium prausnitzii (chromosome): 2; ,10000000,14.24,1.56
tet(44),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,8,39.37,0.56,Clostridioides difficile (chromosome): 2; ,10000000,2.85,0.2
tet(m),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,4,19.06,0.31,,10000000,1.42,0.11
tet(o),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,99.8438,98.12,Unknown taxonomy (chromosome or plasmid),147,100.0,10.76,Streptococcus suis (chromosome or plasmid): 2; Enterococcus faecium (chromosome or plasmid): 1; ,10000000,52.32,3.83
tet(o/32/o),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,6,10.99,0.41,,10000000,2.14,0.15
tet(o/m/o),AMR_TR-DNA-NOVA042518_1-pst_S109,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,19,29.32,1.46,,10000000,6.76,0.52
